"_id","_labels","atcClassification","category","class","diseaseID","drugID","ensemblID","name","ncbiID","ncbiTaxID","providedBy","semanticType","symbol","type","uniprotID","_start","_end","_type","associationType","confidenceScore","identifier","providedBy","publication","relation","type"
,,,,,,,,,,,,,,,,"6684","3272","INTERACTS_WITH","physical association","0.61","EBI-5272641","intact","PMID:21602890","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3685","3272","INTERACTS_WITH","association","0.76","EBI-21020286","intact","PMID:21483817","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3509","3272","INTERACTS_WITH","acetylation reaction","0.96","EBI-21927742","intact","PMID:14759370","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7818","3272","INTERACTS_WITH","proximity","0.63","EBI-26965611","intact","PMID:33640491","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3246","3272","INTERACTS_WITH","association","0.64","EBI-21606933","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3386","3389","INTERACTS_WITH","physical association","0.72","EBI-24298681","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3628","5748","INTERACTS_WITH","association","0.66","EBI-21221538","intact","PMID:27460707","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10894","10025","INTERACTS_WITH","colocalization","0.62","EBI-6477887","intact","PMID:21725360","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3272","10026","INTERACTS_WITH","physical association","0.66","EBI-1789146","intact","PMID:8684459","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7861","1588","INTERACTS_WITH","association","0.6","EBI-9996267","intact","PMID:25604459","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1654","1588","INTERACTS_WITH","physical association","0.72","EBI-24263405","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3429","1588","INTERACTS_WITH","physical association","0.67","EBI-24546351","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1602","1588","INTERACTS_WITH","association","0.67","EBI-40202044","intact","PMID:26184334","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3254","3254","INTERACTS_WITH","direct interaction","0.62","EBI-15947919","intact","PMID:22000515","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6129","3254","INTERACTS_WITH","physical association","0.87","EBI-24613013","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7391","3254","INTERACTS_WITH","association","0.75","EBI-5488283","intact","PMID:17289999","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7327","3254","INTERACTS_WITH","physical association","0.7","EBI-15738466","intact","PMID:18981409","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7321","3254","INTERACTS_WITH","physical association","0.72","EBI-24337876","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3677","4617","INTERACTS_WITH","association","0.78","EBI-10103361","intact","PMID:25852190","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3284","4617","INTERACTS_WITH","association","0.92","EBI-28946805","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7641","7601","INTERACTS_WITH","physical association","0.75","EBI-8802514","intact","PMID:15069192","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7595","7601","INTERACTS_WITH","physical association","0.73","EBI-7158374","intact","PMID:17159907","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8382","8382","INTERACTS_WITH","direct interaction","0.65","EBI-21453620","intact","PMID:28134932","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"11068","8382","INTERACTS_WITH","proximity","0.67","EBI-20210150","intact","PMID:29656893","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8616","8382","INTERACTS_WITH","association","0.78","EBI-25481370","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7540","9035","INTERACTS_WITH","direct interaction","0.74","EBI-16190062","intact","PMID:26712280","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4779","9035","INTERACTS_WITH","physical association","0.67","EBI-26264341","intact","PMID:32814053","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"9327","9035","INTERACTS_WITH","physical association","0.81","EBI-15930632","intact","PMID:21645854","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3643","4069","INTERACTS_WITH","association","0.69","EBI-26399030","intact","PMID:32960270","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3649","4069","INTERACTS_WITH","association","0.64","EBI-3903961","intact","PMID:19417104","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10077","4069","INTERACTS_WITH","physical association","0.71","EBI-8531963","intact","PMID:23722113","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3807","4461","INTERACTS_WITH","colocalization","0.64","EBI-4303276","intact","PMID:16410250","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4506","4461","INTERACTS_WITH","association","0.9","EBI-16113830","intact","PMID:25043011","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4466","4461","INTERACTS_WITH","physical association","0.93","EBI-16203313","intact","PMID:27029275","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3855","4461","INTERACTS_WITH","colocalization","0.6","EBI-7286842","intact","PMID:15304329","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3244","4461","INTERACTS_WITH","colocalization","0.6","EBI-1182050","intact","PMID:12082530","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4480","4461","INTERACTS_WITH","association","0.91","EBI-16114003","intact","PMID:25043011","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4485","4461","INTERACTS_WITH","association","0.74","EBI-21347003","intact","PMID:21145461","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4483","4461","INTERACTS_WITH","association","0.92","EBI-16113729","intact","PMID:25043011","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4477","4461","INTERACTS_WITH","physical association","0.88","EBI-16113910","intact","PMID:25043011","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3254","7304","INTERACTS_WITH","direct interaction","0.77","EBI-15947815","intact","PMID:22000515","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8381","9127","INTERACTS_WITH","direct interaction","0.71","EBI-8016259","intact","PMID:20531392","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3592","4756","INTERACTS_WITH","association","0.67","EBI-21909838","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7555","4756","INTERACTS_WITH","association","0.69","EBI-21905461","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"9403","9539","INTERACTS_WITH","physical association","0.67","EBI-24627417","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3255","10750","INTERACTS_WITH","deubiquitination reaction","0.68","EBI-15824847","intact","PMID:20023629","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10429","3290","INTERACTS_WITH","association","0.67","EBI-11156066","intact","PMID:26496610","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3774","3290","INTERACTS_WITH","association","0.67","EBI-16630937","intact","PMID:25753001","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3509","3290","INTERACTS_WITH","association","0.97","EBI-34581271","intact","PMID:34591612","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3557","3290","INTERACTS_WITH","association","0.8","EBI-25477958","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8550","3290","INTERACTS_WITH","association","0.62","EBI-8056270","intact","PMID:20601937","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7794","8963","INTERACTS_WITH","physical association","0.67","EBI-10602906","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10889","8963","INTERACTS_WITH","physical association","0.7","EBI-10606484","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5347","8963","INTERACTS_WITH","physical association","0.67","EBI-10598646","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4966","8963","INTERACTS_WITH","physical association","0.67","EBI-10598676","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3936","8561","INTERACTS_WITH","physical association","0.66","EBI-26874270","intact","PMID:11483512","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8252","8561","INTERACTS_WITH","association","0.71","EBI-26873359","intact","PMID:12802054","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4128","8561","INTERACTS_WITH","association","0.62","EBI-26873548","intact","PMID:12802054","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5153","9105","INTERACTS_WITH","physical association","0.72","EBI-24527704","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8225","9162","INTERACTS_WITH","physical association","0.67","EBI-24814110","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8301","8799","INTERACTS_WITH","physical association","0.76","EBI-24273296","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10900","10900","INTERACTS_WITH","direct interaction","0.66","EBI-25437450","intact","PMID:32017888","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10803","9107","INTERACTS_WITH","physical association","0.6","EBI-25293900","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"9016","3454","INTERACTS_WITH","association","0.73","EBI-21672932","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4918","3454","INTERACTS_WITH","association","0.73","EBI-21673041","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4665","3454","INTERACTS_WITH","physical association","0.64","EBI-11926060","intact","NA","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8674","3454","INTERACTS_WITH","association","0.64","EBI-21786663","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3649","3559","INTERACTS_WITH","physical association","0.85","EBI-25292419","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3770","3559","INTERACTS_WITH","physical association","0.72","EBI-24465593","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8901","9278","INTERACTS_WITH","physical association","0.62","EBI-7157489","intact","PMID:17159904","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3250","8509","INTERACTS_WITH","physical association","0.67","EBI-22129588","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3716","3750","INTERACTS_WITH","association","0.94","EBI-25478532","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5011","3750","INTERACTS_WITH","association","0.6","EBI-11122403","intact","PMID:26496610","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8370","3750","INTERACTS_WITH","physical association","0.85","EBI-16114647","intact","PMID:25043052","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3798","3750","INTERACTS_WITH","association","0.8","EBI-25478433","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3750","3750","INTERACTS_WITH","physical association","0.74","EBI-24504433","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8708","7603","INTERACTS_WITH","association","0.64","EBI-21907689","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8793","1619","INTERACTS_WITH","physical association","0.72","EBI-24473190","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8718","1619","INTERACTS_WITH","physical association","0.7","EBI-24302232","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8225","1619","INTERACTS_WITH","physical association","0.72","EBI-24816478","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5153","5153","INTERACTS_WITH","direct interaction","0.62","EBI-26586762","intact","PMID:23661758","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3353","10902","INTERACTS_WITH","physical association","0.79","EBI-12598854","intact","PMID:27214791","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"9548","7701","INTERACTS_WITH","direct interaction","0.61","EBI-8601170","intact","PMID:19302785","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5091","9396","INTERACTS_WITH","physical association","0.83","EBI-22140224","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3770","3902","INTERACTS_WITH","physical association","0.72","EBI-24436873","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7029","3902","INTERACTS_WITH","physical association","0.72","EBI-24408970","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10623","3902","INTERACTS_WITH","physical association","0.62","EBI-22123035","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"9124","4207","INTERACTS_WITH","association","0.64","EBI-25391351","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10664","3889","INTERACTS_WITH","association","0.73","EBI-16800136","intact","PMID:29568061","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10916","3889","INTERACTS_WITH","association","0.64","EBI-21857886","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"255","5164","INTERACTS_WITH","physical association","0.72","EBI-24534498","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4779","8568","INTERACTS_WITH","physical association","0.67","EBI-26253353","intact","PMID:32814053","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8882","8882","INTERACTS_WITH","direct interaction","0.85","EBI-15840018","intact","PMID:20194792","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4679","8882","INTERACTS_WITH","physical association","0.96","EBI-27033578","intact","PMID:30481768","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3774","7983","INTERACTS_WITH","association","0.75","EBI-5274228","intact","PMID:22094255","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6492","7983","INTERACTS_WITH","physical association","0.73","EBI-20738565","intact","PMID:20660480","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3685","7983","INTERACTS_WITH","deacetylation reaction","0.73","EBI-9997666","intact","PMID:21081649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10954","7983","INTERACTS_WITH","direct interaction","0.76","EBI-5241265","intact","PMID:18203716","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6547","7983","INTERACTS_WITH","physical association","0.7","EBI-4567353","intact","PMID:15126506","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3426","7983","INTERACTS_WITH","deacetylation reaction","0.67","EBI-5272828","intact","PMID:15205477","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3547","7983","INTERACTS_WITH","physical association","0.73","EBI-9255015","intact","PMID:24681097","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4837","49","INTERACTS_WITH","direct interaction","0.7","EBI-11419786","intact","PMID:26391640","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6739","49","INTERACTS_WITH","association","0.67","EBI-25482076","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3451","4673","INTERACTS_WITH","proximity","0.64","EBI-32723963","intact","PMID:35384245","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4779","4673","INTERACTS_WITH","physical association","0.67","EBI-26264592","intact","PMID:32814053","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3420","4787","INTERACTS_WITH","association","0.67","EBI-9985228","intact","PMID:25497084","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4766","10623","INTERACTS_WITH","physical association","0.67","EBI-24273889","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5378","10623","INTERACTS_WITH","physical association","0.7","EBI-24410756","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4200","3834","INTERACTS_WITH","association","0.64","EBI-28997300","intact","PMID:35016035","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1602","5397","INTERACTS_WITH","physical association","0.95","EBI-40203104","intact","PMID:26184334","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5397","5397","INTERACTS_WITH","physical association","0.87","EBI-22271845","intact","PMID:29892012","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7552","5397","INTERACTS_WITH","association","0.69","EBI-8798209","intact","PMID:24255178","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7555","5397","INTERACTS_WITH","association","0.69","EBI-21905461","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8432","5397","INTERACTS_WITH","physical association","0.94","EBI-15820068","intact","PMID:19966221","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3638","3588","INTERACTS_WITH","association","0.64","EBI-26398788","intact","PMID:32960270","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"505","3588","INTERACTS_WITH","association","0.75","EBI-21258109","intact","PMID:30833792","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10701","5959","INTERACTS_WITH","association","0.64","EBI-399950","intact","PMID:14638676","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1654","10111","INTERACTS_WITH","association","0.78","EBI-21815267","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3276","619","INTERACTS_WITH","physical association","0.63","EBI-9522841","intact","PMID:24857377","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"9005","619","INTERACTS_WITH","direct interaction","0.63","EBI-15702156","intact","PMID:18477699","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10844","619","INTERACTS_WITH","physical association","0.65","EBI-16745750","intact","PMID:29340707","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7290","3432","INTERACTS_WITH","physical association","0.67","EBI-10602318","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1619","3432","INTERACTS_WITH","physical association","0.72","EBI-24473999","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1623","8021","INTERACTS_WITH","physical association","0.67","EBI-22270964","intact","PMID:29892012","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7861","8587","INTERACTS_WITH","association","0.6","EBI-21302175","intact","PMID:31527615","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8477","3661","INTERACTS_WITH","physical association","0.67","EBI-22126095","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1671","3661","INTERACTS_WITH","physical association","0.67","EBI-22144990","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3661","3661","INTERACTS_WITH","physical association","0.89","EBI-22127628","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10216","1621","INTERACTS_WITH","association","0.67","EBI-21841750","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5911","7794","INTERACTS_WITH","physical association","0.67","EBI-10602886","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3930","1671","INTERACTS_WITH","physical association","0.74","EBI-22149113","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8796","1671","INTERACTS_WITH","physical association","0.67","EBI-22132897","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4809","1671","INTERACTS_WITH","physical association","0.78","EBI-22122874","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10443","1671","INTERACTS_WITH","physical association","0.78","EBI-22133513","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10162","1671","INTERACTS_WITH","physical association","0.78","EBI-22146102","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1625","1671","INTERACTS_WITH","physical association","0.76","EBI-22146302","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6080","1671","INTERACTS_WITH","physical association","0.67","EBI-24492298","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3896","1671","INTERACTS_WITH","physical association","0.76","EBI-22138856","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"451","1671","INTERACTS_WITH","physical association","0.62","EBI-2351245","intact","PMID:19060904","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4457","1671","INTERACTS_WITH","physical association","0.7","EBI-24387716","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1705","1671","INTERACTS_WITH","physical association","0.67","EBI-22123789","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10474","1671","INTERACTS_WITH","physical association","0.67","EBI-24423332","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4966","1671","INTERACTS_WITH","physical association","0.67","EBI-22128701","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3770","1671","INTERACTS_WITH","physical association","0.79","EBI-24428871","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1691","1671","INTERACTS_WITH","physical association","0.72","EBI-24403266","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8400","1671","INTERACTS_WITH","physical association","0.7","EBI-24317522","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10743","1671","INTERACTS_WITH","physical association","0.67","EBI-22131436","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4934","4884","INTERACTS_WITH","physical association","0.66","EBI-8181423","intact","PMID:20802462","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3380","3932","INTERACTS_WITH","physical association","0.67","EBI-22147874","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10889","10059","INTERACTS_WITH","physical association","0.67","EBI-10606504","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4846","7623","INTERACTS_WITH","association","0.83","EBI-14026087","intact","PMID:28330616","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4741","7623","INTERACTS_WITH","physical association","0.62","EBI-2351625","intact","PMID:19060904","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1654","5404","INTERACTS_WITH","physical association","0.7","EBI-24260807","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5404","5404","INTERACTS_WITH","physical association","0.72","EBI-25290224","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7606","5404","INTERACTS_WITH","physical association","0.74","EBI-22129110","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"9785","3832","INTERACTS_WITH","physical association","0.78","EBI-22145249","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3697","3721","INTERACTS_WITH","physical association","0.72","EBI-24312118","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3770","3721","INTERACTS_WITH","physical association","0.72","EBI-24466240","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8782","3721","INTERACTS_WITH","physical association","0.72","EBI-24290830","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10643","9659","INTERACTS_WITH","physical association","0.62","EBI-7985614","intact","PMID:20491914","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1619","9659","INTERACTS_WITH","association","0.61","EBI-21674486","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5484","8733","INTERACTS_WITH","physical association","0.68","EBI-24263497","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1697","10017","INTERACTS_WITH","physical association","0.72","EBI-24375184","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6636","9328","INTERACTS_WITH","association","0.64","EBI-25386365","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8565","8403","INTERACTS_WITH","direct interaction","0.64","EBI-7794058","intact","PMID:22441691","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4791","3662","INTERACTS_WITH","physical association","0.72","EBI-24434841","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8183","11175","INTERACTS_WITH","physical association","0.83","EBI-22122610","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1679","11175","INTERACTS_WITH","physical association","0.78","EBI-22137666","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8709","6558","INTERACTS_WITH","association","0.93","EBI-21564681","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8710","6558","INTERACTS_WITH","proximity","0.71","EBI-14028308","intact","PMID:28330616","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4846","6558","INTERACTS_WITH","association","0.67","EBI-27114151","intact","PMID:27880917","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8317","10345","INTERACTS_WITH","association","0.62","EBI-15946940","intact","PMID:21984185","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4779","9956","INTERACTS_WITH","physical association","0.67","EBI-26280626","intact","PMID:32814053","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8742","205","INTERACTS_WITH","physical association","0.71","EBI-21988177","intact","PMID:27427983","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4779","3853","INTERACTS_WITH","physical association","0.67","EBI-26270121","intact","PMID:32814053","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"10626","1650","INTERACTS_WITH","physical association","0.61","EBI-32793821","intact","PMID:32073997","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3502","1582","INTERACTS_WITH","association","0.71","EBI-25484114","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"8706","11243","INTERACTS_WITH","physical association","0.6","EBI-15999237","intact","PMID:22801494","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6636","10292","INTERACTS_WITH","association","0.64","EBI-25386365","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3514","3674","INTERACTS_WITH","physical association","0.72","EBI-24565909","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4533","3670","INTERACTS_WITH","physical association","0.72","EBI-24384437","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3638","3670","INTERACTS_WITH","association","0.74","EBI-26398788","intact","PMID:32960270","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4846","7238","INTERACTS_WITH","association","0.67","EBI-27114151","intact","PMID:27880917","RO:0002437","biolink:Association"
